id,seller_id,category_id,title,slug,description,short_description,price,compare_price,sku,inventory_count,weight,dimensions,images,is_active,is_featured,has_variants,approval_status,rejection_reason,approved_at,approved_by,rating,review_count,view_count,created_at,updated_at
18,1,2,Smart Watch Plus 2,smart-watch-plus-2-9,Advanced fitness tracking smartwatch,\N,216.22,\N,SKU-000009,61,\N,\N,"[""/uploads/products/product_18.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
19,1,6,Laptop Computer Elite 2,laptop-computer-elite-2-10,Powerful laptop for work and gaming,\N,173.4,\N,SKU-000010,74,\N,\N,"[""/uploads/products/product_19.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
20,1,3,Smartphone Pro 2,smartphone-pro-2-11,Latest smartphone with advanced features,\N,340.5,\N,SKU-000011,67,\N,\N,"[""/uploads/products/product_20.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
22,1,4,Coffee Maker Premium 2,coffee-maker-premium-2-13,Automatic coffee maker with timer,\N,144.49,\N,SKU-000013,49,\N,\N,"[""/uploads/products/product_22.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
23,1,2,Desk Chair Plus 2,desk-chair-plus-2-14,Ergonomic office chair,\N,405.9,\N,SKU-000014,87,\N,\N,"[""/uploads/products/product_23.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
24,1,2,Bluetooth Speaker Max 2,bluetooth-speaker-max-2-15,Portable wireless speaker,\N,469.83,\N,SKU-000015,29,\N,\N,"[""/uploads/products/product_24.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
25,1,3,Wireless Headphones Pro 3,wireless-headphones-pro-3-16,High-quality wireless headphones,\N,98.75,\N,SKU-000016,71,\N,\N,"[""/uploads/products/product_25.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
26,1,5,Smart Watch Premium 3,smart-watch-premium-3-17,Advanced fitness tracking smartwatch,\N,453.34,\N,SKU-000017,96,\N,\N,"[""/uploads/products/product_26.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
28,1,4,Smartphone Plus 3,smartphone-plus-3-19,Latest smartphone with advanced features,\N,427.09,\N,SKU-000019,17,\N,\N,"[""/uploads/products/product_28.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
29,1,6,Running Shoes Plus 3,running-shoes-plus-3-20,Comfortable running shoes for athletes,\N,263.24,\N,SKU-000020,47,\N,\N,"[""/uploads/products/product_29.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
30,1,3,Coffee Maker Pro 3,coffee-maker-pro-3-21,Automatic coffee maker with timer,\N,50.59,\N,SKU-000021,48,\N,\N,"[""/uploads/products/product_30.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
32,1,1,Bluetooth Speaker Plus 3,bluetooth-speaker-plus-3-23,Portable wireless speaker,\N,231.98,\N,SKU-000023,28,\N,\N,"[""/uploads/products/product_32.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
33,1,2,Wireless Headphones Pro 4,wireless-headphones-pro-4-24,High-quality wireless headphones,\N,198.52,\N,SKU-000024,28,\N,\N,"[""/uploads/products/product_33.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:09:08
64,1,4,Bluetooth Speaker Max 7,bluetooth-speaker-max-7-55,Portable wireless speaker,\N,349.82,\N,SKU-000055,45,\N,\N,"[""/uploads/products/product_64.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
65,1,4,Wireless Headphones Premium 8,wireless-headphones-premium-8-56,High-quality wireless headphones,\N,182.0,\N,SKU-000056,96,\N,\N,"[""/uploads/products/product_65.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
66,1,4,Smart Watch Premium 8,smart-watch-premium-8-57,Advanced fitness tracking smartwatch,\N,73.19,\N,SKU-000057,85,\N,\N,"[""/uploads/products/product_66.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
67,1,6,Laptop Computer Pro 8,laptop-computer-pro-8-58,Powerful laptop for work and gaming,\N,76.92,\N,SKU-000058,30,\N,\N,"[""/uploads/products/product_67.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
68,1,2,Smartphone Pro 8,smartphone-pro-8-59,Latest smartphone with advanced features,\N,18.83,\N,SKU-000059,20,\N,\N,"[""/uploads/products/product_68.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
69,1,4,Running Shoes Pro 8,running-shoes-pro-8-60,Comfortable running shoes for athletes,\N,244.39,\N,SKU-000060,79,\N,\N,"[""/uploads/products/product_69.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
70,1,5,Coffee Maker Elite 8,coffee-maker-elite-8-61,Automatic coffee maker with timer,\N,48.47,\N,SKU-000061,98,\N,\N,"[""/uploads/products/product_70.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
71,1,2,Desk Chair Elite 8,desk-chair-elite-8-62,Ergonomic office chair,\N,285.02,\N,SKU-000062,80,\N,\N,"[""/uploads/products/product_71.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
72,1,4,Bluetooth Speaker Premium 8,bluetooth-speaker-premium-8-63,Portable wireless speaker,\N,301.22,\N,SKU-000063,98,\N,\N,"[""/uploads/products/product_72.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
73,1,6,Wireless Headphones Elite 9,wireless-headphones-elite-9-64,High-quality wireless headphones,\N,38.49,\N,SKU-000064,66,\N,\N,"[""/uploads/products/product_73.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
74,1,6,Smart Watch Pro 9,smart-watch-pro-9-65,Advanced fitness tracking smartwatch,\N,299.93,\N,SKU-000065,55,\N,\N,"[""/uploads/products/product_74.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
75,1,3,Laptop Computer Plus 9,laptop-computer-plus-9-66,Powerful laptop for work and gaming,\N,414.51,\N,SKU-000066,78,\N,\N,"[""/uploads/products/product_75.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
76,1,5,Smartphone Pro 9,smartphone-pro-9-67,Latest smartphone with advanced features,\N,24.01,\N,SKU-000067,57,\N,\N,"[""/uploads/products/product_76.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
77,1,3,Running Shoes Plus 9,running-shoes-plus-9-68,Comfortable running shoes for athletes,\N,13.77,\N,SKU-000068,48,\N,\N,"[""/uploads/products/product_77.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
78,1,4,Coffee Maker Plus 9,coffee-maker-plus-9-69,Automatic coffee maker with timer,\N,353.93,\N,SKU-000069,63,\N,\N,"[""/uploads/products/product_78.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
79,1,6,Desk Chair Premium 9,desk-chair-premium-9-70,Ergonomic office chair,\N,246.25,\N,SKU-000070,99,\N,\N,"[""/uploads/products/product_79.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
80,1,2,Bluetooth Speaker Plus 9,bluetooth-speaker-plus-9-71,Portable wireless speaker,\N,249.47,\N,SKU-000071,12,\N,\N,"[""/uploads/products/product_80.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
81,1,5,Wireless Headphones Premium 10,wireless-headphones-premium-10-72,High-quality wireless headphones,\N,374.35,\N,SKU-000072,38,\N,\N,"[""/uploads/products/product_81.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
82,1,2,Smart Watch Premium 10,smart-watch-premium-10-73,Advanced fitness tracking smartwatch,\N,34.55,\N,SKU-000073,13,\N,\N,"[""/uploads/products/product_82.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
83,1,5,Laptop Computer Pro 10,laptop-computer-pro-10-74,Powerful laptop for work and gaming,\N,22.4,\N,SKU-000074,33,\N,\N,"[""/uploads/products/product_83.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
84,1,2,Smartphone Max 10,smartphone-max-10-75,Latest smartphone with advanced features,\N,238.43,\N,SKU-000075,33,\N,\N,"[""/uploads/products/product_84.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
85,1,5,Running Shoes Max 10,running-shoes-max-10-76,Comfortable running shoes for athletes,\N,479.11,\N,SKU-000076,88,\N,\N,"[""/uploads/products/product_85.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
86,1,1,Coffee Maker Max 10,coffee-maker-max-10-77,Automatic coffee maker with timer,\N,72.56,\N,SKU-000077,50,\N,\N,"[""/uploads/products/product_86.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
87,1,3,Desk Chair Max 10,desk-chair-max-10-78,Ergonomic office chair,\N,345.85,\N,SKU-000078,78,\N,\N,"[""/uploads/products/product_87.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
88,1,3,Bluetooth Speaker Premium 10,bluetooth-speaker-premium-10-79,Portable wireless speaker,\N,281.71,\N,SKU-000079,17,\N,\N,"[""/uploads/products/product_88.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
89,1,2,Wireless Headphones Elite 11,wireless-headphones-elite-11-80,High-quality wireless headphones,\N,224.45,\N,SKU-000080,35,\N,\N,"[""/uploads/products/product_89.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
90,1,5,Smart Watch Elite 11,smart-watch-elite-11-81,Advanced fitness tracking smartwatch,\N,41.6,\N,SKU-000081,62,\N,\N,"[""/uploads/products/product_90.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
91,1,5,Laptop Computer Plus 11,laptop-computer-plus-11-82,Powerful laptop for work and gaming,\N,239.48,\N,SKU-000082,45,\N,\N,"[""/uploads/products/product_91.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
92,1,6,Smartphone Plus 11,smartphone-plus-11-83,Latest smartphone with advanced features,\N,279.74,\N,SKU-000083,51,\N,\N,"[""/uploads/products/product_92.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
93,1,6,Running Shoes Pro 11,running-shoes-pro-11-84,Comfortable running shoes for athletes,\N,83.99,\N,SKU-000084,31,\N,\N,"[""/uploads/products/product_93.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
94,1,1,Coffee Maker Pro 11,coffee-maker-pro-11-85,Automatic coffee maker with timer,\N,52.64,\N,SKU-000085,14,\N,\N,"[""/uploads/products/product_94.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
95,1,4,Desk Chair Premium 11,desk-chair-premium-11-86,Ergonomic office chair,\N,488.45,\N,SKU-000086,26,\N,\N,"[""/uploads/products/product_95.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
96,1,6,Bluetooth Speaker Plus 11,bluetooth-speaker-plus-11-87,Portable wireless speaker,\N,196.37,\N,SKU-000087,81,\N,\N,"[""/uploads/products/product_96.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
97,1,1,Wireless Headphones Plus 12,wireless-headphones-plus-12-88,High-quality wireless headphones,\N,418.39,\N,SKU-000088,84,\N,\N,"[""/uploads/products/product_97.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
98,1,6,Smart Watch Plus 12,smart-watch-plus-12-89,Advanced fitness tracking smartwatch,\N,352.75,\N,SKU-000089,15,\N,\N,"[""/uploads/products/product_98.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
99,1,5,Laptop Computer Max 12,laptop-computer-max-12-90,Powerful laptop for work and gaming,\N,415.78,\N,SKU-000090,65,\N,\N,"[""/uploads/products/product_99.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
100,1,1,Smartphone Max 12,smartphone-max-12-91,Latest smartphone with advanced features,\N,489.88,\N,SKU-000091,63,\N,\N,"[""/uploads/products/product_100.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
101,1,2,Running Shoes Pro 12,running-shoes-pro-12-92,Comfortable running shoes for athletes,\N,350.11,\N,SKU-000092,33,\N,\N,"[""/uploads/products/product_101.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
102,1,5,Coffee Maker Pro 12,coffee-maker-pro-12-93,Automatic coffee maker with timer,\N,210.03,\N,SKU-000093,84,\N,\N,"[""/uploads/products/product_102.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
103,1,1,Desk Chair Max 12,desk-chair-max-12-94,Ergonomic office chair,\N,368.65,\N,SKU-000094,45,\N,\N,"[""/uploads/products/product_103.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
104,1,5,Bluetooth Speaker Max 12,bluetooth-speaker-max-12-95,Portable wireless speaker,\N,343.29,\N,SKU-000095,85,\N,\N,"[""/uploads/products/product_104.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
105,1,6,Wireless Headphones Max 13,wireless-headphones-max-13-96,High-quality wireless headphones,\N,228.15,\N,SKU-000096,15,\N,\N,"[""/uploads/products/product_105.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
106,1,1,Smart Watch Pro 13,smart-watch-pro-13-97,Advanced fitness tracking smartwatch,\N,258.94,\N,SKU-000097,78,\N,\N,"[""/uploads/products/product_106.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
107,1,4,Laptop Computer Pro 13,laptop-computer-pro-13-98,Powerful laptop for work and gaming,\N,377.2,\N,SKU-000098,100,\N,\N,"[""/uploads/products/product_107.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
108,1,2,Smartphone Elite 13,smartphone-elite-13-99,Latest smartphone with advanced features,\N,89.42,\N,SKU-000099,28,\N,\N,"[""/uploads/products/product_108.png""]",true,false,false,approved,\N,\N,\N,0.0,0,\N,2025-09-17T13:52:38,2025-11-07T20:11:14
109,2,1,Wireless Bluetooth Headphones Edition,wireless-bluetooth-headphones-edition-0,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,114.75,143.904,SKU-000000-7257,77,0.5988932626907445,\N,"[""/uploads/products/product_109.png""]",true,false,false,approved,\N,\N,\N,3.7,39,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
110,2,1,Wireless Bluetooth Headphones Edition,wireless-bluetooth-headphones-edition-1,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,100.46,126.588,SKU-000001-3405,93,0.3384354829399386,\N,"[""/uploads/products/product_110.png""]",true,false,false,approved,\N,\N,\N,4.0,9,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
111,1,1,Wireless Bluetooth Headphones,wireless-bluetooth-headphones-2,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,64.84,86.16,SKU-000002-6331,5,3.126536837079003,\N,"[""/uploads/products/product_111.png""]",true,false,false,approved,\N,\N,\N,4.0,46,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
112,3,1,Wireless Bluetooth Headphones - Blue,wireless-bluetooth-headphones---blue-3,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,101.49,142.74,SKU-000003-5303,74,0.8111017871101688,\N,"[""/uploads/products/product_112.png""]",true,false,false,approved,\N,\N,\N,4.5,32,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
113,3,1,Wireless Bluetooth Headphones Max,wireless-bluetooth-headphones-max-4,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,79.34,112.092,SKU-000004-1814,97,3.6994363657301315,\N,"[""/uploads/products/product_113.png""]",true,false,false,approved,\N,\N,\N,4.9,21,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
114,2,1,Wireless Bluetooth Headphones,wireless-bluetooth-headphones-5,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,64.16,84.85199999999999,SKU-000005-7657,86,4.964733013870167,\N,"[""/uploads/products/product_114.png""]",true,false,false,approved,\N,\N,\N,4.9,38,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
115,2,1,Wireless Bluetooth Headphones,wireless-bluetooth-headphones-6,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,67.77,93.744,SKU-000006-8247,7,3.185132637440239,\N,"[""/uploads/products/product_115.png""]",true,true,false,approved,\N,\N,\N,3.5,14,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
116,3,1,Wireless Bluetooth Headphones,wireless-bluetooth-headphones-7,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,91.31,119.44800000000001,SKU-000007-1190,38,1.6949797465738952,\N,"[""/uploads/products/product_116.png""]",true,false,false,approved,\N,\N,\N,3.9,24,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
117,3,1,Elite Wireless Bluetooth Headphones,elite-wireless-bluetooth-headphones-8,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,91.46,115.19999999999999,SKU-000008-7957,13,2.8683129707746406,\N,"[""/uploads/products/product_117.png""]",true,true,false,approved,\N,\N,\N,4.2,42,681,2025-09-17T14:11:40,2025-11-07T20:11:14
118,3,1,Wireless Bluetooth Headphones Series,wireless-bluetooth-headphones-series-9,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,83.87,113.84400000000001,SKU-000009-4984,97,2.078128224098926,\N,"[""/uploads/products/product_118.png""]",true,false,false,approved,\N,\N,\N,4.2,50,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
119,3,1,Wireless Bluetooth Headphones - White,wireless-bluetooth-headphones---white-10,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,78.34,89.748,SKU-000010-7779,58,3.504507153584747,\N,"[""/uploads/products/product_119.png""]",true,true,false,approved,\N,\N,\N,4.5,3,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
120,3,1,Wireless Bluetooth Headphones - Red,wireless-bluetooth-headphones---red-11,High-quality wireless headphones with noise cancellation and 30-hour battery life.,High-quality wireless headphones with noise cancellation and 30-hour battery life.,94.42,132.98399999999998,SKU-000011-3855,21,4.149111118905204,\N,"[""/uploads/products/product_120.png""]",true,false,false,approved,\N,\N,\N,4.9,16,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
121,1,1,Smart Fitness Watch Plus,smart-fitness-watch-plus-12,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",304.11,342.61199999999997,SKU-000012-4791,94,2.6514382512434618,\N,"[""/uploads/products/product_121.png""]",true,false,false,approved,\N,\N,\N,3.6,25,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
122,2,1,Elite Smart Fitness Watch,elite-smart-fitness-watch-13,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",157.55,211.392,SKU-000013-8897,92,3.076855351796735,\N,"[""/uploads/products/product_122.png""]",true,false,false,approved,\N,\N,\N,4.9,21,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
123,3,1,Smart Fitness Watch,smart-fitness-watch-14,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",245.27,308.424,SKU-000014-5812,66,3.9096395079789614,\N,"[""/uploads/products/product_123.png""]",true,false,false,approved,\N,\N,\N,4.7,42,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
124,1,1,Smart Fitness Watch,smart-fitness-watch-15,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",284.53,316.66799999999995,SKU-000015-3693,29,0.8966008069733904,\N,"[""/uploads/products/product_124.png""]",true,true,false,approved,\N,\N,\N,3.5,3,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
125,1,1,Smart Fitness Watch,smart-fitness-watch-16,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",214.9,280.476,SKU-000016-7635,77,1.4443482410895387,\N,"[""/uploads/products/product_125.png""]",true,false,false,approved,\N,\N,\N,4.1,15,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
126,2,1,Smart Fitness Watch - Silver,smart-fitness-watch---silver-17,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",207.17,276.23999999999995,SKU-000017-3389,65,1.6149826692859692,\N,"[""/uploads/products/product_126.png""]",true,false,false,approved,\N,\N,\N,4.7,8,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
127,3,1,Premium Smart Fitness Watch,premium-smart-fitness-watch-18,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",221.2,293.09999999999997,SKU-000018-4762,10,0.967074572098367,\N,"[""/uploads/products/product_127.png""]",true,false,false,approved,\N,\N,\N,4.7,12,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
128,3,1,Smart Fitness Watch Series,smart-fitness-watch-series-19,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",228.95,280.96799999999996,SKU-000019-7064,57,3.5622533702989165,\N,"[""/uploads/products/product_128.png""]",true,false,false,approved,\N,\N,\N,4.5,2,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
